"ky(2π/a)","Frequency(GHz)","LDOS(s/m)"
-0.22999999999999998,10.47,0.04626542226520527
-0.22999999999999998,10.48,0.04682794826747997
-0.22999999999999998,10.49,0.047432947104007556
-0.22999999999999998,10.5,0.04808329545430678
-0.22999999999999998,10.51,0.048782195437680795
-0.22999999999999998,10.52,0.04953321785774522
-0.22999999999999998,10.530000000000001,0.05034035259923947
-0.22999999999999998,10.54,0.05120806757375784
-0.22999999999999998,10.55,0.05214137793100986
-0.22999999999999998,10.56,0.05314592765696612
-0.22999999999999998,10.57,0.05422808619558071
-0.22999999999999998,10.58,0.05539506339134169
-0.22999999999999998,10.59,0.05665504690283097
-0.22999999999999998,10.6,0.05801736734727457
-0.22999999999999998,10.61,0.05949269789202754
-0.22999999999999998,10.620000000000001,0.061093296935897594
-0.22999999999999998,10.629999999999999,0.06283330509763474
-0.22999999999999998,10.64,0.06472911120331999
-0.22999999999999998,10.65,0.06679980670464675
-0.22999999999999998,10.66,0.06906775450391626
-0.22999999999999998,10.67,0.07155930731067313
-0.22999999999999998,10.68,0.07430572362447857
-0.22999999999999998,10.69,0.0773443481021887
-0.22999999999999998,10.7,0.08072015037127882
-0.22999999999999998,10.71,0.08448775701823313
-0.22999999999999998,10.72,0.08871417326645988
-0.22999999999999998,10.73,0.09348248680379975
-0.22999999999999998,10.74,0.0988969988667999
-0.22999999999999998,10.75,0.1050904771787422
-0.22999999999999998,10.76,0.11223464554716858
-0.22999999999999998,10.77,0.12055575684706779
-0.22999999999999998,10.780000000000001,0.1303584198018686
-0.22999999999999998,10.79,0.14206334650602742
-0.22999999999999998,10.8,0.1562696204271193
-0.22499999999999998,9.3,0.9780959154611025
-0.22499999999999998,9.31,0.8543489928356184
-0.22499999999999998,9.32,0.753915487660576
-0.22499999999999998,9.33,0.671165908537178
-0.22499999999999998,9.34,0.6020910909072441
-0.22499999999999998,9.35,0.5437699510436975
-0.22499999999999998,9.36,0.4940312051814221
-0.22499999999999998,9.370000000000001,0.4512321549536258
-0.22499999999999998,9.38,0.4141103369711664
-0.22499999999999998,9.39,0.3816817808261217
-0.22499999999999998,9.4,0.353169817247629
-0.22499999999999998,9.41,0.32795435448986565
-0.22499999999999998,9.42,0.3055351422024491
-0.22499999999999998,9.43,0.2855047670810578
-0.22499999999999998,9.44,0.2675285309979829
-0.22499999999999998,9.45,0.25132926986848647
-0.22499999999999998,9.46,0.2366757683547795
-0.22499999999999998,9.47,0.2233738249023798
-0.22499999999999998,9.48,0.21125929317939268
-0.22499999999999998,9.49,0.20019261340517788
-0.22499999999999998,9.5,0.1900544781762087
-0.22499999999999998,9.51,0.18074237030925044
-0.22499999999999998,9.52,0.17216777684505705
-0.22499999999999998,9.53,0.16425393166035288
-0.22499999999999998,9.54,0.15693397452379987
-0.22499999999999998,9.55,0.15014944061013702
-0.22499999999999998,9.56,0.14384901403024278
-0.22499999999999998,9.57,0.1379874936511033
-0.22499999999999998,9.58,0.13252493065132415
-0.22499999999999998,9.59,0.12742590580374963
-0.22499999999999998,9.6,0.12265892106180368
-0.22499999999999998,9.61,0.1181958851351425
-0.22499999999999998,9.620000000000001,0.1140116767299579
-0.22499999999999998,9.63,0.11008377226432474
-0.22499999999999998,9.64,0.10639192734696935
-0.22499999999999998,9.65,0.10291790327755053
-0.22499999999999998,9.66,0.09964523140055673
-0.22499999999999998,9.67,0.096559009409242
-0.22499999999999998,9.68,0.09364572471650806
-0.22499999999999998,9.69,0.09089310083719032
-0.22499999999999998,9.7,0.08828996340028843
-0.22499999999999998,9.71,0.08582612296113659
-0.22499999999999998,9.72,0.08349227223647998
-0.22499999999999998,9.73,0.08127989575897596
-0.22499999999999998,9.74,0.07918119025689183
-0.22499999999999998,9.75,0.07718899432166923
-0.22499999999999998,9.76,0.07529672614025548
-0.22499999999999998,9.77,0.07349832824829419
-0.22499999999999998,9.78,0.07178821841067531
-0.22499999999999998,9.79,0.07016124586258095
-0.22499999999999998,9.8,0.06861265225110187
-0.22499999999999998,9.81,0.06713803670808279
-0.22499999999999998,9.82,0.06573332456178416
-0.22499999999999998,9.83,0.06439473926048768
-0.22499999999999998,9.84,0.06311877713712194
-0.22499999999999998,9.85,0.0619021846919046
-0.22499999999999998,9.86,0.06074193811112339
-0.22499999999999998,9.870000000000001,0.059635224775560734
-0.22499999999999998,9.88,0.05857942654259245
-0.22499999999999998,9.89,0.057572104612366067
-0.22499999999999998,9.9,0.05661098581133515
-0.22499999999999998,9.91,0.05569395014626554
-0.22499999999999998,9.92,0.05481901949911163
-0.22499999999999998,9.93,0.053984347348222654
-0.22499999999999998,9.94,0.053188209414508324
-0.22499999999999998,9.95,0.052428995142725116
-0.22499999999999998,9.96,0.05170519993816724
-0.22499999999999998,9.97,0.05101541808795072
-0.22499999999999998,9.98,0.050358336303926214
-0.22499999999999998,9.99,0.049732727831196005
-0.22499999999999998,10.,0.04913744707234755
-0.22499999999999998,10.01,0.04857142468297333
-0.22499999999999998,10.02,0.04803366309889826
-0.22499999999999998,10.030000000000001,0.04752323245987164
-0.22499999999999998,10.04,0.047039266898360424
-0.22499999999999998,10.05,0.04658096116556636
-0.22499999999999998,10.06,0.04614756756994029
-0.22499999999999998,10.07,0.045738393206309104
-0.22499999999999998,10.08,0.0453527974563333
-0.22499999999999998,10.09,0.044990189743382834
-0.22499999999999998,10.1,0.04465002752711076
-0.22499999999999998,10.11,0.04433181452503371
-0.22499999999999998,10.120000000000001,0.044035099150329084
-0.22499999999999998,10.129999999999999,0.04375947315685343
-0.22499999999999998,10.14,0.0435045704840972
-0.22499999999999998,10.15,0.04327006629644439
-0.22499999999999998,10.16,0.04305567621271507
-0.22499999999999998,10.17,0.04286115572356554
-0.22499999999999998,10.18,0.04268629979591789
-0.22499999999999998,10.19,0.04253094266521414
-0.22499999999999998,10.2,0.04239495781796288
-0.22499999999999998,10.21,0.042278258168790196
-0.22499999999999998,10.22,0.04218079643805181
-0.22499999999999998,10.23,0.0421025657380351
-0.22499999999999998,10.24,0.042043600377913846
-0.22499999999999998,10.25,0.04200397689994895
-0.22499999999999998,10.26,0.04198381536199868
-0.22499999999999998,10.27,0.041983280884259115
-0.22499999999999998,10.280000000000001,0.04200258548135511
-0.22499999999999998,10.29,0.04204199020450891
-0.22499999999999998,10.3,0.04210180762260387
-0.22499999999999998,10.31,0.042182404675622294
-0.22499999999999998,10.32,0.04228420593927816
-0.22499999999999998,10.33,0.04240769734580857
-0.22499999999999998,10.34,0.042553430412987585
-0.22499999999999998,10.35,0.042722027041657507
-0.22499999999999998,10.36,0.04291418495165622
-0.22499999999999998,10.370000000000001,0.043130683837213316
-0.22499999999999998,10.379999999999999,0.04337239233601006
-0.22499999999999998,10.39,0.04364027592153505
-0.22499999999999998,10.4,0.043935405846584175
-0.22499999999999998,10.41,0.04425896928733555
-0.22499999999999998,10.42,0.04461228086307351
-0.22499999999999998,10.43,0.04499679573722949
-0.22499999999999998,10.44,0.04541412454202958
-0.22499999999999998,10.45,0.045866050413047636
-0.22499999999999998,10.46,0.04635454847305243
-0.22499999999999998,10.47,0.046881808168843686
-0.22499999999999998,10.48,0.047450258942989966
-0.22499999999999998,10.49,0.04806259981793595
-0.22499999999999998,10.5,0.04872183358722375
-0.22499999999999998,10.51,0.049431306453192395
-0.22499999999999998,10.52,0.050194754129758455
-0.22499999999999998,10.530000000000001,0.05101635565220405
-0.22499999999999998,10.54,0.05190079641569263
-0.22499999999999998,10.55,0.05285334231685053
-0.22499999999999998,10.56,0.05387992731987917
-0.22499999999999998,10.57,0.054987257339404516
-0.22499999999999998,10.58,0.05618293406581481
-0.22499999999999998,10.59,0.05747560330866935
-0.22499999999999998,10.6,0.0588751336733072
-0.22499999999999998,10.61,0.06039283301704207
-0.22499999999999998,10.620000000000001,0.062041712297399756
-0.22499999999999998,10.629999999999999,0.06383680932880711
-0.22499999999999998,10.64,0.06579558889771796
-0.22499999999999998,10.65,0.06793844107387612
-0.22499999999999998,10.66,0.07028930702395916
-0.22499999999999998,10.67,0.07287647212211389
-0.22499999999999998,10.68,0.07573358109030918
-0.22499999999999998,10.69,0.07890095150791525
-0.22499999999999998,10.7,0.08242729381104674
-0.22499999999999998,10.71,0.08637199352034095
-0.22499999999999998,10.72,0.0908081842484057
-0.22499999999999998,10.73,0.09582695390695546
-0.22499999999999998,10.74,0.10154320910798191
-0.22499999999999998,10.75,0.10810402373995548
-0.22499999999999998,10.76,0.11570080955706302
-0.22499999999999998,10.77,0.12458754792792166
-0.22499999999999998,10.780000000000001,0.13510897220085105
-0.22499999999999998,10.79,0.1477457469898949
-0.22499999999999998,10.8,0.16319002960180878
-0.21999999999999997,9.3,1.2400276561797383
-0.21999999999999997,9.31,1.0590710726648727
-0.21999999999999997,9.32,0.9172331462250675
-0.21999999999999997,9.33,0.8037495727530398
-0.21999999999999997,9.34,0.7113599025554068
-0.21999999999999997,9.35,0.6350152946859122
-0.21999999999999997,9.36,0.5711115199684125
-0.21999999999999997,9.370000000000001,0.517016352198186
-0.21999999999999997,9.38,0.4707687155127565
-0.21999999999999997,9.39,0.43088161978250566
-0.21999999999999997,9.4,0.3962097813040734
-0.21999999999999997,9.41,0.3658586784052313
-0.21999999999999997,9.42,0.3391208057103678
-0.21999999999999997,9.43,0.3154301782706715
-0.21999999999999997,9.44,0.2943293259241092
-0.21999999999999997,9.45,0.27544499079910095
-0.21999999999999997,9.46,0.2584699890577293
-0.21999999999999997,9.47,0.24314950435387325
-0.21999999999999997,9.48,0.2292706114121673
-0.21999999999999997,9.49,0.21665418384136897
-0.21999999999999997,9.5,0.2051485824572502
-0.21999999999999997,9.51,0.19462468770856844
-0.21999999999999997,9.52,0.18497195700135136
-0.21999999999999997,9.53,0.17609527086503302
-0.21999999999999997,9.54,0.16791239159685914
-0.21999999999999997,9.55,0.16035190135191632
-0.21999999999999997,9.56,0.1533515184275099
-0.21999999999999997,9.57,0.14685671402822842
-0.21999999999999997,9.58,0.14081956939014217
-0.21999999999999997,9.59,0.13519782640422096
-0.21999999999999997,9.6,0.12995409495763777
-0.21999999999999997,9.61,0.1250551879298411
